;Michelin;Slug;Bookable;Street;ZipCode;Locality;Country;Longitude;Latitude;Cantidad_metodos_pago;Reservas_today;Reservas_last_week;Rate_Distinction;Numero_fotos;Is_Affiliated;Name;Average_Price;Numero_awards;Review_count;Rating_count;Food_rating;Service_rating;Ambience_rating;Tipo_comida;Provincia;Poblacion;Salario Medio Anual
0;True;quimbaya-by-edwin-rodriguez;True;Calle de Zurbano, 63;28010;Madrid;Spain;-3.6933476;40.4362881;5;0;32;Excellent;17;True;QUIMBAYA by Edwin Rodríguez;125.0;1;255.0;479.0;9.7;9.9;9.5;Colombian;madrid;6751251;26721
1;False;welkhomeclub;True;Calle del Monte Esquinza, 15;28010;Madrid;Spain;-3.6923368;40.4271431;7;0;115;Excellent;14;True;WELKHOMEclub;23.0;0;3318.0;7977.0;9.3;9.5;9.3;Fusion;madrid;6751251;26721
2;False;le-petit-dim-sum-lagasca;True;Calle de Lagasca, 48;28001;Madrid;Spain;-3.685200799999999;40.4259801;3;7;57;Excellent;8;True;Le Petit Dim Sum Lagasca;30.0;0;24.0;99.0;9.0;9.3;9.1;Asian;madrid;6751251;26721
3;False;yakiniku-rikyu;True;Paseo de la Castellana, 15;28046;Madrid;Spain;-3.69017;40.4281099;6;0;140;Excellent;11;True;Yakiniku Rikyu;55.0;0;824.0;2590.0;9.6;9.3;9.4;Asian;madrid;6751251;26721
4;False;la-mordida-de-bernabeu;True;Av. de Brasil, 6;28020;Madrid;Spain;-3.6928977;40.4540678;7;9;234;Excellent;14;True;La Mordida de Bernabeu;25.0;0;907.0;3047.0;9.1;9.3;9.2;Mexican;madrid;6751251;26721
5;False;sakana;True;C. de Gaztambide, 11;28015;Madrid;Spain;-3.715924;40.4315323;5;0;231;Excellent;28;True;Sakana;25.0;0;1411.0;4105.0;9.5;9.4;9.2;Japanese;madrid;6751251;26721
6;False;ottica;True;Calle del Padre Claret, 1;28002;Madrid;Spain;-3.6655044;40.4441902;8;0;14;Fabulous;10;True;Ottica;25.0;0;357.0;850.0;8.7;8.8;8.8;Mediterranean;madrid;6751251;26721
7;False;radhuni-indian;True;Calle Príncipe Carlos, 21;28050;Madrid;Spain;-3.6562519;40.493341;6;2;70;Excellent;6;True;Radhuni Indian;17.0;0;4735.0;9707.0;9.6;9.6;9.3;Indian;madrid;6751251;26721
8;False;anauco-canaveral;True;C. de Mayorazgo de Duarte, 283;28052;Madrid;Spain;-3.5520881;40.4087089;6;4;69;Fabulous;7;True;Anauco Cañaveral;20.0;0;27.0;91.0;9.0;8.8;8.9;American;madrid;6751251;26721
9;False;le-petit-dim-sum-canalejas;True;C. de Alcalá, 12;28014;Madrid;Spain;-3.7008587;40.41718669999999;3;6;60;Excellent;11;True;Le Petit Dim Sum Canalejas;28.0;0;88.0;307.0;9.1;9.0;8.9;Asian;madrid;6751251;26721
10;True;el-invernadero-de-rodrigo-de-la-calle;True;C. de Ponzano, 85;28003;Madrid;Spain;-3.6989436;40.4445498;5;0;4;Excellent;21;True;El Invernadero de Rodrigo de la Calle;160.0;2;14.0;43.0;10.0;10.0;9.6;Mediterranean;madrid;6751251;26721
11;False;la-burbujeria;True;C. del Barco, 7;28004;Madrid;Spain;-3.7029874;40.4213075;5;3;71;Excellent;25;True;La Burbujería;45.0;0;599.0;1237.0;9.5;9.6;9.2;Fusion;madrid;6751251;26721
12;False;zahara;True;Calle Alto del León, 4;28038;Madrid;Spain;-3.6599229;40.3997588;8;1;31;Excellent;22;True;Zahara;25.0;0;993.0;1768.0;9.4;9.5;9.0;Moroccan;madrid;6751251;26721
13;False;la-mordida-de-fuentes;True;Calle de las Fuentes, 3;28013;Madrid;Spain;-3.708752;40.4169574;7;7;290;Fabulous;11;True;La Mordida de Fuentes;25.0;0;789.0;2569.0;8.8;8.9;8.9;Mexican;madrid;6751251;26721
14;True;benares-madrid;True;Calle de Zurbano, 5;28010;Madrid;Spain;-3.6938789;40.427614;11;12;126;Excellent;25;True;Benares Madrid;50.0;0;541.0;1326.0;9.1;9.2;9.2;Indian;madrid;6751251;26721
15;False;diurno-madrid;True;Calle de San Marcos, 37;28004;Madrid;Spain;-3.6972032;40.421318;5;35;493;Excellent;42;True;Diurno - Madrid;28.0;0;4777.0;11076.0;9.1;9.3;9.3;Spanish;madrid;6751251;26721
16;False;paradise-burguer;True;Cl. de Alonso del Barco, 4;28012;Madrid;Spain;-3.701492899999999;40.4047211;7;6;42;Excellent;17;True;Paradise Burguer;23.0;0;21.0;37.0;9.6;9.9;9.1;American;madrid;6751251;26721
17;False;provoka-madrid;True;C. de Josefina Aldecoa, 13;28055;Madrid;Spain;-3.614898799999999;40.494387;7;0;83;Excellent;41;True;Provoka Madrid;27.0;0;36.0;141.0;9.0;9.2;8.7;American;madrid;6751251;26721
18;False;kazu;True;C. de Pelayo, 49;28004;Madrid;Spain;-3.6973738;40.4243815;5;5;76;Excellent;20;True;Kazu;15.0;0;161.0;423.0;9.4;9.5;8.9;Fusion;madrid;6751251;26721
19;False;el-d3s3o-madrid;True;C. de Almagro, 20;28010;Madrid;Spain;-3.6938232;40.429039;6;0;14;Excellent;35;True;El D3S3O. Madrid;50.0;0;44.0;136.0;9.5;9.6;9.4;Mediterranean;madrid;6751251;26721
20;True;a-nomalo;True;C. del Pinar, 15 bis;28006;Madrid;Spain;-3.6878759;40.438687;5;0;13;Excellent;21;True;A´nómalo;150.0;0;4.0;10.0;9.4;10.0;9.8;International;madrid;6751251;26721
21;False;pirekas-mexican-food;True;C. Pensamiento, 25;28020;Madrid;Spain;-3.6959575;40.4590949;6;4;51;Excellent;11;True;Pirekas Mexican Food;20.0;0;505.0;1342.0;9.3;9.5;9.0;Mexican;madrid;6751251;26721
22;True;el-club-allard;True;C. de Ferraz, 2;28008;Madrid;Spain;-3.7142787;40.423297;3;0;3;Excellent;13;True;El Club Allard ;155.0;1;31.0;72.0;9.5;9.4;8.8;Mediterranean;madrid;6751251;26721
23;False;shampan-indian;True;Calle Antonio Arias, 2;28009;Madrid;Spain;-3.6716143;40.4177183;5;4;42;Excellent;17;True;Shampan Indian;22.0;0;2634.0;6060.0;9.4;9.3;9.1;Indian;madrid;6751251;26721
24;False;flax-kale-trafalgar;True;C. de Trafalgar, 1;28010;Madrid;Spain;-3.7003285;40.4306758;7;10;123;Excellent;14;True;Flax & Kale - Trafalgar;22.0;0;99.0;294.0;9.0;8.9;9.0;International;madrid;6751251;26721
25;False;l-ambassade-robuchon;True;P.º de la Castellana, 12;28036;Madrid;Spain;-3.6890491;40.4278165;4;0;1;Fabulous;36;True;L'Ambassade-Robuchon;40.0;0;18.0;72.0;8.6;8.9;8.4;French;madrid;6751251;26721
26;True;l-atelier-robuchon-madrid;True;Cl. de Ayala, 2;28046;Madrid;Spain;-3.6891014;40.4278894;4;0;5;Excellent;20;True;L´Atelier Robuchon Madrid;140.0;0;12.0;56.0;9.6;9.5;9.0;French;madrid;6751251;26721
27;False;mytokys-sushi-fusion-malasana;True;C. de San Joaquín, 14;28004;Madrid;Spain;-3.7016119;40.4245173;5;7;133;Excellent;17;True;Mytokys Sushi Fusión - Malasaña;20.0;0;319.0;833.0;9.3;9.2;8.7;Fusion;madrid;6751251;26721
28;False;le-blend;True;P.º de la Castellana, 129 - Local D;28020;Madrid;Spain;-3.691439099999999;40.458346;4;0;12;Excellent;15;True;Le Blend;20.0;0;37.0;99.0;9.4;9.4;9.0;Brazilian;madrid;6751251;26721
29;False;hamburguesa-nostra-castellana-257;True;Paseo de la Castellana, 257;28046;Madrid;Spain;-3.6875915;40.4746087;4;5;50;Excellent;7;True;Hamburguesa Nostra - Castellana 257;15.0;0;226.0;734.0;9.2;9.1;9.0;American;madrid;6751251;26721
30;False;tony-roma-s-federico-rubio;True;Av del Doctor Federico Rubio y Galí, 78;28040;Madrid;Spain;-3.7128743;40.4530075;4;5;93;Excellent;22;True;Tony Roma´s - Federico Rubio;18.0;0;1422.0;3811.0;9.0;9.1;9.1;American;madrid;6751251;26721
31;True;bugao-by-hugo-ruiz;True;Calle de María de Molina, 4;28006;Madrid;Spain;-3.6890711;40.4377729;3;3;20;Excellent;43;True;Bugao by Hugo Ruiz;50.0;0;95.0;273.0;9.1;9.0;9.1;Mediterranean;madrid;6751251;26721
32;False;vaca-nostra;True;Paseo de la Castellana, 257;28046;Madrid;Spain;-3.6876178;40.4746845;4;4;33;Excellent;20;True;Vaca Nostra;60.0;0;126.0;433.0;9.4;9.3;9.2;Steakhouse;madrid;6751251;26721
33;False;dona-cucha;True;C. de Benjamín Palencia, 43;28038;Madrid;Spain;-3.6438297;40.3947562;5;0;27;Excellent;18;True;Doña Cucha;21.0;0;22.0;56.0;9.5;9.4;8.9;Peruvian;madrid;6751251;26721
34;False;yerbabuena;True;C. de Bordadores, 3;28013;Madrid;Spain;-3.7078252;40.4163939;8;0;48;Excellent;55;True;YERBABUENA;20.0;0;81.0;222.0;9.3;9.2;8.8;Vegetarian;madrid;6751251;26721
35;False;saboriz;True;Calle de Modesto Lafuente, 64;28003;Madrid;Spain;-3.695709099999999;40.4438919;6;3;42;Excellent;54;True;Saboriz;15.0;0;89.0;240.0;9.3;9.4;8.7;American;madrid;6751251;26721
36;False;mexkhal;True;C. de Fortunata y Jacinta, 23;28020;Madrid;Spain;-3.6964239;40.4542099;6;1;57;Excellent;11;True;Mexkhal;25.0;0;162.0;427.0;9.4;9.4;8.9;Mexican;madrid;6751251;26721
37;False;iroko;True;Cl. de Francisco Ricci, 7;28015;Madrid;Spain;-3.712494;40.43108720000001;5;0;0;Excellent;9;True;Iroko;35.0;0;77.0;124.0;9.5;9.3;8.8;Fusion;madrid;6751251;26721
38;False;la-patrona-tacos-tragos;True;C. del Conde de Peñalver, 52;28006;Madrid;Spain;-3.6750623;40.4304327;6;9;116;Excellent;28;True;La Patrona Tacos & Tragos;18.0;0;93.0;308.0;9.2;9.4;9.0;Mexican;madrid;6751251;26721
39;False;mytokys-sushi-fusion-atocha;True;C. de Atocha, 92;28012;Madrid;Spain;-3.696419299999999;40.410768;5;2;135;Fabulous;21;True;Mytokys Sushi Fusión - Atocha;25.0;0;75.0;142.0;9.2;8.9;8.5;Asian;madrid;6751251;26721
40;False;picanhas-tapas-y-canas;True;C. de los Artistas;28020;Madrid;Spain;-3.7013575;40.4474183;4;0;22;Excellent;17;True;Picanhas, Tapas y Cañas;25.0;0;16.0;33.0;9.2;9.3;8.9;Brazilian;madrid;6751251;26721
41;False;sushi-ninja-87;True;C. de Miguel Ángel, 15;28010;Madrid;Spain;-3.6915443;40.435809;4;4;84;Fabulous;20;True;Sushi ninja 87;19.0;0;45.0;125.0;8.9;9.0;9.0;Asian;madrid;6751251;26721
42;False;healthy-poke-penagrande;True;Av. de Monforte de Lemos, 184;28035;Madrid;Spain;-3.7178171;40.4767593;6;1;17;Excellent;20;True;Healthy Poke Peñagrande;16.0;0;43.0;219.0;9.0;9.0;8.7;American;madrid;6751251;26721
43;False;grama-lounge;True;Calle de la Cruz, 19;28012;Madrid;Spain;-3.7016911;40.4154903;5;11;126;Excellent;81;True;Grama Lounge;30.0;0;1428.0;4126.0;9.0;9.0;9.1;Fusion;madrid;6751251;26721
44;False;chambao-madrid;True;P.º de la Castellana, 4;28046;Madrid;Spain;-3.6894579;40.4268248;4;1;10;Excellent;6;True;Chambao Madrid;80.0;0;19.0;81.0;9.1;8.8;9.0;International;madrid;6751251;26721
45;False;la-mordida-de-princesa;True;Calle de la Princesa, 3;28008;Madrid;Spain;-3.713006;40.42509;7;10;264;Fabulous;11;True;La Mordida de Princesa;25.0;0;914.0;3012.0;8.8;8.8;8.7;Mexican;madrid;6751251;26721
46;False;lamonarracha-barra-ponzano;True;C/ de Ponzano, 10;28010;Madrid;Spain;-3.6991542;40.4373946;5;0;61;Excellent;15;True;Lamonarracha Barra - Ponzano;30.0;0;27.0;85.0;9.3;9.1;9.1;Fusion;madrid;6751251;26721
47;False;ortiz-sushi-and-pinoy;True;C. de Teruel, 2;28020;Madrid;Spain;-3.7029524;40.451706;5;0;25;Excellent;11;True;Ortiz Sushi and Pinoy;11.0;0;157.0;310.0;9.7;9.8;9.3;Japanese;madrid;6751251;26721
48;False;han;True;C. de Bordadores, 4;28013;Madrid;Spain;-3.7075581;40.4165111;10;0;17;Excellent;9;True;Han;22.0;0;288.0;655.0;9.7;9.7;9.4;Asian;madrid;6751251;26721
49;False;bosque-de-piamonte;True;Calle de Fuencarral, 86;28004;Madrid;Spain;-3.7013135;40.426842;6;10;87;Excellent;17;True;Bosque de Piamonte;21.0;0;862.0;2906.0;9.1;9.4;8.9;Italian;madrid;6751251;26721
50;False;tacocteleria;True;Calle de Valverde, 7;28004;Madrid;Spain;-3.7021806;40.4210382;6;3;33;Excellent;10;True;Tacoctelería;24.0;0;190.0;519.0;8.9;9.2;9.2;Mexican;madrid;6751251;26721
51;False;hamburguesa-nostra-princesa;True;Calle de la Princesa, 26;28008;Madrid;Spain;-3.7139495;40.4277238;4;3;41;Excellent;27;True;Hamburguesa Nostra - Princesa;16.0;0;297.0;988.0;9.1;9.2;9.0;American;madrid;6751251;26721
52;False;distrito-798;True;C. del Poeta Joan Maragall, 43;28020;Madrid;Spain;-3.6919333;40.46172929999999;8;5;119;Excellent;7;True;Distrito 798;30.0;0;3982.0;10500.0;9.2;9.2;8.8;Asian;madrid;6751251;26721
53;True;a-barra;True;C. del Pinar, 15;28006;Madrid;Spain;-3.687797;40.438792;5;4;61;Excellent;94;True;A'Barra;130.0;1;10.0;51.0;9.2;9.3;8.7;International;madrid;6751251;26721
54;False;la-estacion-de-los-porches;True;C. de Timoteo Pérez Rubio;28053;Madrid;Spain;-3.6741593;40.3860659;6;0;20;Fabulous;8;True;La Estación de los Porches;40.0;0;23.0;54.0;8.4;8.7;8.4;Mediterranean;madrid;6751251;26721
55;False;colombian-wok-fusion;True;C. de José Villena, 13;28017;Madrid;Spain;-3.6555129;40.4312228;5;1;5;Excellent;18;True;Colombian Wok Fusión;17.0;0;2.0;3.0;10.0;10.0;9.3;Asian;madrid;6751251;26721
56;False;el-rincon-de-katrina;True;C. Francisco García, 19;28025;Madrid;Spain;-3.7361594;40.3874659;4;0;13;Excellent;7;True;El Rincon de Katrina;22.0;0;15.0;43.0;9.6;9.7;9.5;Mexican;madrid;6751251;26721
57;False;oribu-brasas-japocastizas;True;C/ del Marqués del Duero, 6;28001;Madrid;Spain;-3.6911479;40.4201998;5;0;56;Fabulous;24;True;Oribu Brasas Japocastizas;45.0;0;24.0;64.0;8.7;9.1;8.9;Fusion;madrid;6751251;26721
58;False;osadia;True;C/ Gran Vía, 14;28013;Madrid;Spain;-3.6991641;40.4197586;6;8;84;Fabulous;41;True;Osadía;35.0;0;112.0;249.0;8.9;9.0;8.8;Fusion;madrid;6751251;26721
59;False;la-esquina-peruana;True;Calle de Manzanares, 2A;28005;Madrid;Spain;-3.7176233;40.4130937;7;1;11;Fabulous;7;True;La Esquina Peruana;20.0;0;74.0;180.0;9.1;9.0;8.4;Fusion;madrid;6751251;26721
60;False;kippu;True;Calle del Gral. Pardiñas, 70;28006;Madrid;Spain;-3.6781017;40.4304507;8;0;173;Excellent;24;True;Kippu;35.0;0;3252.0;9926.0;9.5;9.5;9.1;Japanese;madrid;6751251;26721
61;False;iguazu-cocktail-club;True;Calle de Teruel, 16;28020;Madrid;Spain;-3.7020168;40.4514566;6;0;3;Fabulous;5;True;Iguazú Cocktail Club;20.0;0;665.0;1382.0;9.1;9.0;8.4;Italian;madrid;6751251;26721
62;False;casa-amaral;True;C. de Azcona, 9;28028;Madrid;Spain;-3.6712433;40.4335123;5;0;13;Fabulous;10;True;Casa Amaral;21.0;0;8.0;12.0;9.0;9.0;8.3;Mediterranean;madrid;6751251;26721
63;False;tandoori-madrid;True;C. de Arregui y Aruej, 9;28007;Madrid;Spain;-3.6692614;40.3996828;5;0;20;Excellent;28;True;Tandoori Madrid;19.0;0;170.0;331.0;9.4;9.6;8.8;Indian;madrid;6751251;26721
64;False;healthy-poke-pardinas;True;Calle del Gral. Pardiñas, 23;28001;Madrid;Spain;-3.6786852;40.4264199;6;0;21;Excellent;23;True;Healthy Poke Pardiñas;16.0;0;51.0;267.0;9.0;9.3;8.6;American;madrid;6751251;26721
65;False;la-mordida-de-retiro;True;Calle de Pío Baroja, 9;28009;Madrid;Spain;-3.6739138;40.4138191;7;5;190;Excellent;4;True;La Mordida de Retiro;25.0;0;778.0;2766.0;9.1;8.9;8.9;Mexican;madrid;6751251;26721
66;False;maison-macao;True;C. de Preciados, 33;28013;Madrid;Spain;-3.706782600000001;40.419623;3;9;156;Excellent;7;True;Maison Macao;25.0;0;76.0;238.0;9.1;8.9;9.3;Asian;madrid;6751251;26721
67;False;byanjan;True;C. de la Infanta Mercedes, 115;28020;Madrid;Spain;-3.6929693;40.4642688;4;1;14;Excellent;27;True;Byanjan;15.0;0;112.0;294.0;9.6;9.8;9.2;Indian;madrid;6751251;26721
68;False;annapurna-tandoori;True;Gran Vía de Hortaleza, 67;28043;Madrid;Spain;-3.6436852;40.4694836;4;0;24;Excellent;5;True;Annapurna Tandoori;20.0;0;138.0;349.0;9.6;9.7;9.2;Indian;madrid;6751251;26721
69;False;casa-crimi;True;Paseo Marqués de Zafra, 44;28028;Madrid;Spain;-3.6628565;40.4252145;4;0;4;Excellent;11;True;Casa Crimi;21.0;0;178.0;438.0;9.6;9.7;8.9;Italian;madrid;6751251;26721
70;False;sagar;True;C/ Alonso Heredia, 22;28028;Madrid;Spain;-3.672539949417114;40.435778247297;6;2;30;Excellent;51;True;Sagar;20.0;0;834.0;1758.0;9.5;9.6;9.3;Indian;madrid;6751251;26721
71;False;la-rotonda-hotel-the-westin-palace-madrid;True;Plaza de las Cortes, 7;28014;Madrid;Spain;-3.695369958877564;40.415604651464;3;6;115;Excellent;11;True;La Rotonda - Hotel The Westin Palace Madrid;55.0;0;1540.0;3266.0;9.4;9.6;9.5;Mediterranean;madrid;6751251;26721
72;False;sonqo-grilled-chickens;True;C/ de Francisco Silvela, 50;28028;Madrid;Spain;-3.6738515;40.434364;5;1;22;Fabulous;3;True;SONQO Grilled chickens;20.0;0;7.0;18.0;9.2;8.1;7.8;Peruvian;madrid;6751251;26721
73;False;kaa-madrid;True;C. de Víctor Andrés Belaunde, 3;28016;Madrid;Spain;-3.6792318;40.4544352;5;0;20;Fabulous;6;True;Kaa Madrid;24.0;0;13.0;49.0;8.7;8.8;8.7;Fusion;madrid;6751251;26721
74;False;baraat;True;C. de Arganda, 29;28005;Madrid;Spain;-3.7046827;40.3982495;5;1;20;Excellent;16;True;Baraat;17.0;0;83.0;255.0;9.4;9.3;9.0;Indian;madrid;6751251;26721
75;False;costanza-cafe;True;C. del Pez, 4;28004;Madrid;Spain;-3.7039437;40.4228083;6;0;3;Fabulous;20;True;Costanza Café;20.0;0;222.0;532.0;8.8;9.1;8.7;Fusion;madrid;6751251;26721
76;False;en-el-ajo;True;C. de Alenza, 26;28003;Madrid;Spain;-3.7002245;40.4455074;6;0;9;Fabulous;32;True;En el Ajo;22.0;0;93.0;244.0;8.8;9.0;8.5;Traditional cuisine;madrid;6751251;26721
77;False;la-ventita-del-foodie-by-ayanto;True;C. de Ibiza, 8;28009;Madrid;Spain;-3.6774318;40.4181816;8;0;4;Excellent;10;True;La Ventita del Foodie by AYANTO;18.0;0;282.0;582.0;9.6;9.7;8.3;From Canarias;madrid;6751251;26721
78;False;detenderete;True;Calle de Sta. Cruz de Marcenado, 13;28015;Madrid;Spain;-3.7088665;40.4285785;6;1;57;Excellent;11;True;Detenderete;25.0;0;565.0;1314.0;9.4;9.4;9.0;From Canarias;madrid;6751251;26721
79;False;sushi-koi-bistrot;True;Av. de San Luis, 87 bajo;28033;Madrid;Spain;-3.6673483;40.4752189;8;2;27;Excellent;30;True;Sushi Koi Bistrot;19.0;0;279.0;706.0;9.4;9.7;8.9;Japanese;madrid;6751251;26721
80;False;kathmandu-garden;True;Calle de Sta Engracia, 169;28003;Madrid;Spain;-3.7033616;40.4451725;9;0;9;Excellent;8;True;Kathmandu Garden;20.0;0;599.0;1256.0;9.4;9.5;8.8;Indian;madrid;6751251;26721
81;False;tony-roma-s-orense;True;Calle de Orense, 34, 28020 Madrid, Spain;28020;Madrid;Spain;-3.6945827;40.4545529;5;3;63;Fabulous;22;True;Tony Roma´s - Orense;18.0;0;1878.0;4955.0;8.8;8.6;8.8;American;madrid;6751251;26721
82;False;kaldi-cafe;True;C. de Embajadores, 17;28012;Madrid;Spain;-3.7054977;40.4092871;6;0;8;Excellent;26;True;Kaldi Cafe;15.0;0;43.0;132.0;9.4;9.5;9.3;Mediterranean;madrid;6751251;26721
83;True;restaurante-adaly;True;Calle de Claudio Coello, 122;28006;Madrid;Spain;-3.685045;40.4367313;6;0;48;Excellent;33;True;Restaurante Adaly;39.0;0;171.0;400.0;9.7;9.5;9.1;International;madrid;6751251;26721
84;False;bar-restaurante-kausachun;True;C. de Teruel, 9;28020;Madrid;Spain;-3.7022461;40.4517608;5;0;19;Excellent;7;True;Bar Restaurante kausachun;16.0;0;13.0;19.0;9.6;9.5;7.9;Peruvian;madrid;6751251;26721
85;False;truly-pasta;True;C. de Ibiza, 8;28009;Madrid;Spain;-3.677707899999999;40.4181296;6;0;8;Fabulous;35;True;Truly Pasta;17.0;0;25.0;47.0;8.9;9.1;7.9;Italian;madrid;6751251;26721
86;False;guido-s-nation-pasta-pizza;True;C. de Rodríguez San Pedro, 64;28015;Madrid;Spain;-3.7149922;40.43201930000001;5;2;24;Excellent;6;True;Guido's Nation Pasta & Pizza;20.0;0;104.0;233.0;9.5;9.7;9.2;American;madrid;6751251;26721
87;False;1407-madrid-restaurante;True;C. de Gaztambide, 64;28015;Madrid;Spain;-3.7151259;40.4388407;5;0;36;Fabulous;9;True;1407 Madrid Restaurante;25.0;0;195.0;531.0;9.2;8.8;8.5;Fusion;madrid;6751251;26721
88;False;atipico;True;C. de Ferraz, 9;28008;Madrid;Spain;-3.717371299999999;40.4259806;5;1;12;Fabulous;25;True;Atípico;30.0;0;118.0;336.0;8.9;9.2;8.8;Fusion;madrid;6751251;26721
89;False;fisher-s-madrid;True;C. de Velázquez, 41;28001;Madrid;Spain;-3.6841743;40.4268198;6;19;283;Fabulous;18;True;Fisher's Madrid;40.0;0;187.0;728.0;9.0;8.7;8.9;Mediterranean;madrid;6751251;26721
90;False;can-bonet-madrid;True;Av. de Menéndez Pelayo, 15 local 1;28009;Madrid;Spain;-3.678923;40.4200517;7;2;19;Excellent;42;True;Can Bonet Madrid;27.0;0;922.0;2272.0;9.4;9.4;9.3;Mediterranean;madrid;6751251;26721
91;False;indian-accent-madrid;True;C. de Colmenares, 5;28004;Madrid;Spain;-3.6968782;40.420508;6;0;60;Excellent;17;True;Indian Accent Madrid;17.0;0;1637.0;3363.0;9.6;9.6;8.9;Indian;madrid;6751251;26721
92;False;lab84-malasana;True;Calle de la Puebla, 9;28004;Madrid;Spain;-3.7031415;40.4221258;4;1;59;Excellent;11;True;Lab84 Malasaña;15.0;0;473.0;1266.0;9.5;9.4;8.9;Italian;madrid;6751251;26721
93;False;tony-roma-s-silvano;True;Calle de Silvano, 92;28043;Madrid;Spain;-3.6378318;40.4624843;6;11;188;Fabulous;21;True;Tony Roma´s - Silvano;18.0;0;967.0;3427.0;8.9;9.0;8.8;American;madrid;6751251;26721
94;False;kundan-indian-joshi;True;Calle Hospital de Órbigo, 9;28050;Madrid;Spain;-3.6694919;40.511677;7;0;14;Excellent;11;True;"Kundan Indian ""Joshi""";25.0;0;449.0;1161.0;9.6;9.5;9.1;Asian;madrid;6751251;26721
95;False;miss-sushi-avenida-de-brasil;True;Av. de Brasil, 16;28020;Madrid;Spain;-3.6931649;40.4554955;7;8;94;Fabulous;19;True;Miss Sushi - Avenida de Brasil;20.0;0;2548.0;7018.0;8.8;9.1;8.8;Japanese;madrid;6751251;26721
96;False;mercado-de-la-reina-12;True;C/ Gran Vía, 12;28013;Madrid;Spain;-3.6987696;40.419629;5;36;437;Fabulous;11;True;Mercado de la Reina 12;28.0;0;2486.0;6279.0;9.0;8.8;8.7;Spanish;madrid;6751251;26721
97;False;tony-roma-s-islazul;True;C. de la Calderilla, 1;28054;Madrid;Spain;-3.7374791;40.3637278;6;4;79;Fabulous;9;True;Tony Roma´s Islazul;27.0;0;195.0;701.0;8.6;8.8;8.7;American;madrid;6751251;26721
98;False;nuo-sushi-ramen;True;C. de Embajadores, 141;28045;Madrid;Spain;-3.6961814;40.3968971;6;1;8;Fabulous;16;True;Nuo Sushi & Ramen;20.0;0;24.0;75.0;8.8;9.2;8.5;Asian;madrid;6751251;26721
99;False;sumo-juan-bravo;True;Calle de Juan Bravo, 66;28006;Madrid;Spain;-3.6731312;40.4321568;3;4;152;Excellent;5;True;Sumo Juan Bravo;18.0;0;1798.0;8494.0;9.1;9.2;9.0;Japanese;madrid;6751251;26721
100;False;badsha;True;Calle José Calvo, 6;28039;Madrid;Spain;-3.7078031;40.4573934;6;1;2;Excellent;14;True;Badsha;15.0;0;112.0;268.0;9.2;9.8;8.6;Indian;madrid;6751251;26721
101;False;holi-house;True;Calle de Almansa, 89;28040;Madrid;Spain;-3.7120833;40.4492716;6;1;21;Excellent;12;True;Holi House;15.0;0;200.0;551.0;9.3;9.3;8.9;Indian;madrid;6751251;26721
102;False;la-zahurda-ayala;True;Calle de Núñez de Balboa, 46;28001;Madrid;Spain;-3.6824574;40.4274983;5;4;17;Very good;3;True;La Zahurda - Ayala;30.0;0;27.0;81.0;8.5;8.1;7.7;Spanish;madrid;6751251;26721
103;False;comete-mexico-general-pardinas;True;Calle del Gral. Pardiñas, 12;28001;Madrid;Spain;-3.6785899;40.4243351;5;4;181;Excellent;11;True;Cómete México General Pardiñas;23.0;0;5229.0;14562.0;9.3;9.1;8.9;Mexican;madrid;6751251;26721
104;False;soma-hotel-vincci-soma;True;C/ Goya, 79;28001;Madrid;Spain;-3.6782400608062735;40.424892168471;4;4;50;Excellent;23;True;SoMa - Hotel Vincci SoMa;29.0;0;1941.0;4066.0;9.2;9.4;9.1;Mediterranean;madrid;6751251;26721
105;False;enriqueta-bar;True;C. de Montesa, 25;28006;Madrid;Spain;-3.6723629;40.4289049;5;0;22;Fabulous;13;True;Enriqueta Bar;16.0;0;11.0;29.0;8.7;9.1;8.5;Spanish;madrid;6751251;26721
106;False;gran-cafe-shanghai;True;C.Gran Vía, 24;28013;Madrid;Spain;-3.7008312;40.42010529999999;3;3;41;Fabulous;11;True;Gran Café Shanghai;30.0;0;10.0;32.0;8.8;8.8;8.7;Asian;madrid;6751251;26721
107;False;avenida-peru;True;C. de Telémaco, 8;28027;Madrid;Spain;-3.6445028;40.44773;4;1;14;Excellent;15;True;Avenida Perú;28.0;0;28.0;55.0;9.8;9.6;8.8;Peruvian;madrid;6751251;26721
108;False;luigi-ristorante;True;Av. de Bruselas, 53;28028;Madrid;Spain;-3.6632152;40.4389333;5;3;28;Fabulous;7;True;Luigi Ristorante;30.0;0;26.0;51.0;8.7;9.0;8.8;Italian;madrid;6751251;26721
109;False;gastrobar-la-sal;True;C. de Embajadores, 143;28045;Madrid;Spain;-3.6960625;40.3967816;8;0;8;Very good;7;True;Gastrobar la Sal;15.0;0;7.0;15.0;8.3;8.4;7.9;From Galicia;madrid;6751251;26721
110;False;sanabowls-av-donostiarra;True;Av. Donostiarra, 3;28027;Madrid;Spain;-3.659049099999999;40.43525929999999;6;0;4;Excellent;11;True;Sanabowls - Av Donostiarra;15.0;0;20.0;63.0;9.5;9.7;8.9;Mediterranean;madrid;6751251;26721
